S.No,Crime,Gender,Age,Income,Job,Maritalstatus,Education,Harm,Attack,AttackMethod
999,Misuse of Debit Cards or Credit Cards,Male,51 and Above,High,Education,Married,Graduate,Withdrawing Money by Introducing Himself as a Bank Clerk,Hacking Social Media Accounts,Creating a Fake Shopping Site
1000,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Primary Education,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
1001,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Technical,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
1002,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Married,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
1003,Misuse of Debit Cards or Credit Cards,Female,51 and Above,Low,Retired,Single,Primary Education,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
1004,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Housewife,Married,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
1005,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1006,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Low,Housewife,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1007,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Middle,Health Sector Manager,Married,Graduate,Withdrawing Money by Introducing Himself as a Bank Clerk,Hacking Social Media Accounts,Creating a Fake Shopping Site
1008,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Low,Technical,Single,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
1009,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Health Sector Manager,Married,Graduate,Withdrawing Money by Introducing Himself as a Bank Clerk,Hacking Social Media Accounts,Creating a Fake Shopping Site
1010,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Health Sector Manager,Married,Under Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Card Copying / Generating Devices
1011,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1012,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Health Sector Manager,Single,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1013,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,High,Technical,Married,Graduate,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
1014,Misuse of Debit Cards or Credit Cards,Male,27 and Under,High,Justice and Security,Single,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1015,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Low,Others,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1016,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Technical,Single,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
1017,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Health Sector Manager,Married,Graduate,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
1018,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Middle,Justice and Security,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1019,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Technical,Married,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering
1020,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
1021,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Technical,Married,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering
1022,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1023,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,High,Justice and Security,Married,Under Graduate,Withdrawing Money by Introducing Himself as a Bank Clerk,Hacking Social Media Accounts,Creating a Fake Shopping Site
1024,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1025,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,Primary Education,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
1026,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1027,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Single,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1028,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Housewife,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1029,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Low,Technical,Married,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1030,Misuse of Debit Cards or Credit Cards,Female,27 and Under,Low,Student,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1031,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Under Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
1032,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Others,Married,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
1033,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,High,Finance Sector,Married,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
1034,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Justice and Security,Married,Under Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
1035,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Housewife,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1036,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Student,Single,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
1037,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Married,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
1038,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Single,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
1039,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Technical,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
1040,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Low,Housewife,Married,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
1041,Misuse of Debit Cards or Credit Cards,Female,51 and Above,Middle,Health Sector Manager,Married,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1042,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Technical,Single,Primary Education,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1043,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Low,Retired,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1044,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1045,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Student,Single,High School,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Card Copying / Generating Devices
1046,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Finance Sector,Single,Graduate,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
1047,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1048,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1049,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,Primary Education,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Social Engineering
1050,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Others,Married,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Card Copying / Generating Devices
1051,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Retired,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1052,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Middle,Others,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1053,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Middle,Justice and Security,Married,High School,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
1054,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1055,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Student,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1056,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,High,Justice and Security,Single,Under Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1057,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1058,Misuse of Debit Cards or Credit Cards,Female,Between 28 and 37,Low,Housewife,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1059,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Middle,Technical,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1060,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Technical,Married,Graduate,Fraud,Hacking Social Media Accounts,Creating a Fake Shopping Site
1061,Misuse of Debit Cards or Credit Cards,Male,Between 38 and 50,Low,Education,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1062,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Health Sector Manager,Married,Under Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Hacking Social Media Accounts,Card Copying / Generating Devices
1063,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Technical,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1064,Misuse of Debit Cards or Credit Cards,Male,27 and Under,Low,Others,Single,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1065,Misuse of Debit Cards or Credit Cards,Male,51 and Above,Middle,Justice and Security,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1066,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Middle,Health Sector Manager,Married,Graduate,Internet Shopping by Intoducing Himself as a Bank Clerk,Obtaining Electronic Bank Accounts,Hacking Tools or Malware
1067,Misuse of Debit Cards or Credit Cards,Male,Between 28 and 37,Low,Others,Married,Graduate,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
1068,Misuse of Debit Cards or Credit Cards,Female,Between 38 and 50,Low,Housewife,Married,High School,Internet Shopping Out of Knowledge,Hacking Social Media Accounts,Social Engineering
